10041 Q0 140386 1 0.8413398861885071 all-mpnet-base-v2
10041 Q0 10143 2 0.791542649269104 all-mpnet-base-v2
10041 Q0 183756 3 0.7816758155822754 all-mpnet-base-v2
10041 Q0 179469 4 0.7436432838439941 all-mpnet-base-v2
10041 Q0 183763 5 0.7377461194992065 all-mpnet-base-v2
10041 Q0 182707 6 0.6934064030647278 all-mpnet-base-v2
10041 Q0 35855 7 0.6085643172264099 all-mpnet-base-v2
10041 Q0 50295 8 0.5760061144828796 all-mpnet-base-v2
10041 Q0 94704 9 0.5738613605499268 all-mpnet-base-v2
10041 Q0 182731 10 0.5484279990196228 all-mpnet-base-v2
10041 Q0 56541 11 0.5450946688652039 all-mpnet-base-v2
10041 Q0 117240 12 0.5430131554603577 all-mpnet-base-v2
10041 Q0 188264 13 0.5427764058113098 all-mpnet-base-v2
10041 Q0 60736 14 0.5419321060180664 all-mpnet-base-v2
10041 Q0 178257 15 0.5284368395805359 all-mpnet-base-v2
10041 Q0 159639 16 0.5278195142745972 all-mpnet-base-v2
10041 Q0 181563 17 0.5083891749382019 all-mpnet-base-v2
10041 Q0 41876 18 0.5064553022384644 all-mpnet-base-v2
10041 Q0 109608 19 0.5032603144645691 all-mpnet-base-v2
10041 Q0 102315 20 0.5016075968742371 all-mpnet-base-v2
10041 Q0 8514 21 0.5002396702766418 all-mpnet-base-v2
10041 Q0 67108 22 0.49364814162254333 all-mpnet-base-v2
10041 Q0 186549 23 0.49248793721199036 all-mpnet-base-v2
10041 Q0 151995 24 0.4858064353466034 all-mpnet-base-v2
10041 Q0 182735 25 0.4840894043445587 all-mpnet-base-v2
10041 Q0 152009 26 0.4837890863418579 all-mpnet-base-v2
10041 Q0 100848 27 0.4825582802295685 all-mpnet-base-v2
10041 Q0 103180 28 0.4806493818759918 all-mpnet-base-v2
10041 Q0 11215 29 0.4804149270057678 all-mpnet-base-v2
10041 Q0 187887 30 0.4803539216518402 all-mpnet-base-v2
10041 Q0 62451 31 0.48000040650367737 all-mpnet-base-v2
10041 Q0 147484 32 0.4764465391635895 all-mpnet-base-v2
10041 Q0 35870 33 0.4738895297050476 all-mpnet-base-v2
10041 Q0 156767 34 0.4719243347644806 all-mpnet-base-v2
10041 Q0 42832 35 0.47128787636756897 all-mpnet-base-v2
10041 Q0 187828 36 0.4710667133331299 all-mpnet-base-v2
10041 Q0 184330 37 0.47042515873908997 all-mpnet-base-v2
10041 Q0 4768 38 0.47017183899879456 all-mpnet-base-v2
10041 Q0 36042 39 0.46953561902046204 all-mpnet-base-v2
10041 Q0 188005 40 0.4674924314022064 all-mpnet-base-v2
10041 Q0 35920 41 0.4664838910102844 all-mpnet-base-v2
10041 Q0 100808 42 0.4635063409805298 all-mpnet-base-v2
10041 Q0 48077 43 0.4633737802505493 all-mpnet-base-v2
10041 Q0 152813 44 0.46291986107826233 all-mpnet-base-v2
10041 Q0 35845 45 0.4618304371833801 all-mpnet-base-v2
10041 Q0 132746 46 0.46089234948158264 all-mpnet-base-v2
10041 Q0 35847 47 0.45886150002479553 all-mpnet-base-v2
10041 Q0 36875 48 0.45806974172592163 all-mpnet-base-v2
10041 Q0 76503 49 0.456850528717041 all-mpnet-base-v2
10041 Q0 162012 50 0.45663225650787354 all-mpnet-base-v2
10041 Q0 173527 51 0.45641255378723145 all-mpnet-base-v2
10041 Q0 181574 52 0.45592039823532104 all-mpnet-base-v2
10041 Q0 67140 53 0.45300641655921936 all-mpnet-base-v2
10041 Q0 174739 54 0.451132595539093 all-mpnet-base-v2
